iid,gender,wave,round,age,race,dec,like,prob,met,match,satis_2,length,numdat_2,samerace,match_es,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2
174,0,8,10,29.0,4.0,1,7.0,8.0,2.0,0,7.0,1.0,3.0,1,4.0,11.9,23.81,16.67,16.67,16.67,14.29,18.18,18.18,15.91,15.91,15.91,15.91
175,0,8,10,23.0,6.0,1,6.0,6.0,1.0,0,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,0,2.0,7.0,2.0,0,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,0,4.0,7.0,2.0,0,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,0,4.0,5.0,2.0,0,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,1,5.0,6.0,2.0,1,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,1,7.0,7.0,2.0,0,5.0,3.0,1.0,1,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,1,7.0,7.0,2.0,1,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,1,8.0,8.0,2.0,0,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,0,7.0,5.0,2.0,0,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
175,0,8,10,23.0,6.0,1,4.0,7.0,1.0,1,5.0,3.0,1.0,0,,14.29,16.33,16.33,16.33,18.37,18.37,20.93,13.95,13.95,20.93,13.95,16.28
176,0,8,10,28.0,4.0,1,6.0,3.0,2.0,1,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,0,6.0,2.0,2.0,0,3.0,3.0,1.0,1,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,1,7.0,5.0,2.0,1,3.0,3.0,1.0,1,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,0,2.0,1.0,2.0,0,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,0,4.0,2.0,2.0,0,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,0,5.0,1.0,2.0,0,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,0,7.0,2.0,2.0,0,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,1,5.0,5.0,2.0,1,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,1,7.0,4.0,2.0,0,3.0,3.0,1.0,0,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
176,0,8,10,28.0,4.0,1,7.0,5.0,2.0,0,3.0,3.0,1.0,1,4.0,15.91,20.45,18.18,15.91,13.64,15.91,19.57,17.39,15.22,17.39,13.04,17.39
177,0,8,10,22.0,2.0,1,6.0,5.0,2.0,0,6.0,3.0,1.0,1,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,0,2.0,2.0,2.0,0,6.0,3.0,1.0,0,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,0,3.0,5.0,2.0,0,6.0,3.0,1.0,0,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,0,4.0,5.0,1.0,0,6.0,3.0,1.0,1,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,0,3.0,5.0,2.0,0,6.0,3.0,1.0,1,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,0,5.0,4.0,2.0,0,6.0,3.0,1.0,0,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,1,7.0,5.0,1.0,0,6.0,3.0,1.0,1,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,1,7.0,6.0,2.0,0,6.0,3.0,1.0,1,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,1,7.0,6.0,2.0,0,6.0,3.0,1.0,1,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
177,0,8,10,22.0,2.0,0,6.0,5.0,2.0,0,6.0,3.0,1.0,0,2.0,16.98,16.98,16.98,15.09,18.87,15.09,24.32,18.92,13.51,16.22,10.81,16.22
178,0,8,10,35.0,4.0,0,7.0,2.0,1.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,1,5.0,6.0,2.0,0,6.0,3.0,3.0,1,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,1,6.0,7.0,2.0,1,6.0,3.0,3.0,1,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,0,4.0,5.0,2.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,0,5.0,6.0,2.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,1,6.0,6.0,2.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,1,6.0,5.0,2.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,1,7.0,7.0,2.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,0,5.0,4.0,2.0,0,6.0,3.0,3.0,0,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
178,0,8,10,35.0,4.0,1,8.0,8.0,2.0,0,6.0,3.0,3.0,1,4.0,17.02,17.02,17.02,17.02,14.89,17.02,27.03,13.51,13.51,18.92,8.11,18.92
179,0,8,10,30.0,3.0,0,2.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,2.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,3.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,3.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,3.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,5.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,1,7.0,7.0,2.0,1,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,4.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,4.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
179,0,8,10,30.0,3.0,0,5.0,5.0,2.0,0,1.0,1.0,3.0,0,1.0,18.75,18.75,18.75,16.67,14.58,12.5,21.28,12.77,12.77,21.28,12.77,19.15
180,0,8,10,24.0,4.0,1,8.0,8.0,2.0,1,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,3.0,3.0,2.0,0,7.0,1.0,1.0,1,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,7.0,7.0,2.0,0,7.0,1.0,1.0,1,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,5.0,5.0,2.0,0,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,7.0,7.0,2.0,0,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,6.0,6.0,2.0,0,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,7.0,7.0,2.0,0,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,7.0,7.0,2.0,0,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,1,8.0,7.0,2.0,1,7.0,1.0,1.0,0,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
180,0,8,10,24.0,4.0,0,6.0,6.0,2.0,0,7.0,1.0,1.0,1,,17.02,19.15,17.02,21.28,12.77,12.77,21.95,14.63,14.63,24.39,12.2,12.2
181,0,8,10,22.0,1.0,1,7.0,7.0,2.0,0,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,1,6.0,6.0,2.0,1,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,1,7.0,7.0,2.0,1,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,0,4.0,3.0,2.0,0,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,0,4.0,4.0,2.0,0,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,1,4.0,4.0,2.0,0,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,1,4.0,4.0,2.0,1,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,1,6.0,5.0,2.0,1,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,0,6.0,5.0,2.0,0,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
181,0,8,10,22.0,1.0,1,8.0,7.0,2.0,1,7.0,1.0,2.0,0,2.0,15.69,19.61,17.65,15.69,17.65,13.73,22.73,11.36,11.36,22.73,18.18,13.64
182,0,8,10,22.0,1.0,1,8.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,6.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,8.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,9.0,8.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,10.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,6.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,8.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,1,9.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,1,9.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
182,0,8,10,22.0,1.0,0,8.0,6.0,2.0,0,6.0,1.0,3.0,0,2.0,14.29,16.33,18.37,18.37,18.37,14.29,20.0,15.56,15.56,17.78,15.56,15.56
183,0,8,10,24.0,2.0,1,7.0,9.0,2.0,1,5.0,3.0,3.0,1,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,7.0,5.0,2.0,0,5.0,3.0,3.0,0,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,8.0,5.0,2.0,0,5.0,3.0,3.0,0,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,6.0,5.0,2.0,0,5.0,3.0,3.0,1,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,5.0,5.0,2.0,0,5.0,3.0,3.0,1,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,5.0,6.0,2.0,0,5.0,3.0,3.0,0,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,9.0,5.0,1.0,0,5.0,3.0,3.0,1,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,1,7.0,6.0,2.0,0,5.0,3.0,3.0,1,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,1,8.0,6.0,2.0,0,5.0,3.0,3.0,1,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
183,0,8,10,24.0,2.0,0,8.0,5.0,2.0,0,5.0,3.0,3.0,0,5.0,14.89,17.02,17.02,17.02,17.02,17.02,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,1,7.0,7.0,2.0,1,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,0,5.0,9.0,1.0,0,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,1,9.0,7.0,2.0,1,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,0,9.0,8.0,2.0,0,9.0,3.0,3.0,1,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,1,8.0,6.0,2.0,0,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,1,8.0,5.0,2.0,0,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,1,6.0,6.0,2.0,1,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,0,9.0,6.0,2.0,0,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,0,7.0,5.0,2.0,0,9.0,3.0,3.0,0,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
184,1,8,10,34.0,2.0,1,10.0,7.0,2.0,1,9.0,3.0,3.0,1,2.0,20.0,17.78,20.0,17.78,11.11,13.33,16.67,16.67,16.67,16.67,16.67,16.67
185,1,8,10,25.0,4.0,0,7.0,9.0,2.0,0,6.0,3.0,2.0,1,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,0,2.0,6.0,1.0,0,6.0,3.0,2.0,0,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,0,2.0,8.0,2.0,0,6.0,3.0,2.0,1,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,0,6.0,10.0,2.0,0,6.0,3.0,2.0,0,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,0,7.0,9.0,2.0,0,6.0,3.0,2.0,1,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,1,10.0,10.0,2.0,0,6.0,3.0,2.0,0,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,1,9.0,10.0,2.0,0,6.0,3.0,2.0,1,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,1,9.0,10.0,2.0,1,6.0,3.0,2.0,0,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,1,9.0,9.0,1.0,0,6.0,3.0,2.0,0,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
185,1,8,10,25.0,4.0,0,6.0,10.0,2.0,0,6.0,3.0,2.0,0,8.0,14.0,16.0,18.0,18.0,18.0,16.0,17.54,17.54,15.79,17.54,17.54,14.04
186,1,8,10,24.0,4.0,0,5.0,3.0,2.0,0,7.0,3.0,3.0,1,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,1,6.0,5.0,2.0,0,7.0,3.0,3.0,0,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,1,7.0,6.0,2.0,1,7.0,3.0,3.0,1,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,0,4.0,2.0,2.0,0,7.0,3.0,3.0,0,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,1,3.0,3.0,2.0,1,7.0,3.0,3.0,1,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,1,6.0,6.0,2.0,0,7.0,3.0,3.0,0,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,1,6.0,6.0,2.0,0,7.0,3.0,3.0,1,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,1,5.0,4.0,2.0,1,7.0,3.0,3.0,0,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,0,4.0,3.0,2.0,0,7.0,3.0,3.0,0,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
186,1,8,10,24.0,4.0,0,4.0,3.0,2.0,0,7.0,3.0,3.0,0,2.0,16.67,22.22,25.0,11.11,11.11,13.89,13.16,10.53,21.05,21.05,18.42,15.79
187,1,8,10,26.0,2.0,1,5.0,9.0,2.0,1,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,3.0,2.0,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,,,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,5.0,9.0,2.0,0,4.0,3.0,3.0,1,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,,,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,1,7.0,9.0,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,1,7.0,9.0,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,,,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,5.0,6.0,2.0,0,4.0,3.0,3.0,0,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
187,1,8,10,26.0,2.0,0,1.0,2.0,2.0,0,4.0,3.0,3.0,1,,16.98,16.98,18.87,16.98,13.21,16.98,18.75,18.75,14.58,18.75,12.5,16.67
188,1,8,10,21.0,2.0,0,2.0,1.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,1,4.0,2.0,2.0,1,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,0,4.0,2.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,0,2.0,1.0,2.0,0,3.0,1.0,1.0,1,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,1,3.0,1.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,0,3.0,1.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,1,6.0,2.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,1,3.0,2.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,0,2.0,1.0,2.0,0,3.0,1.0,1.0,0,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
188,1,8,10,21.0,2.0,0,3.0,1.0,2.0,0,3.0,1.0,1.0,1,0.0,14.58,14.58,20.83,14.58,18.75,16.67,14.29,16.33,18.37,16.33,20.41,14.29
189,1,8,10,27.0,6.0,0,5.0,7.0,2.0,0,4.0,3.0,3.0,0,0.0,16.36,16.36,16.36,16.36,16.36,18.18,16.67,16.67,16.67,16.67,16.67,16.67
