iid,gender,wave,round,age,race,dec,like,prob,met,match,samerace,match_es,you_call,them_cal,date_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3
153,0,7,16,28.0,4.0,1,7.0,6.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,0,5.0,5.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,0,4.0,4.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,1,5.0,5.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,1,6.0,7.0,2.0,0,1,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,1,7.0,6.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,0,4.0,4.0,2.0,0,1,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,1,5.0,5.0,2.0,1,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,1,6.0,5.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
153,0,7,16,28.0,4.0,0,5.0,5.0,2.0,0,0,4.0,0.0,2.0,1.0,11.9,16.67,19.05,16.67,19.05,16.67,9.0,7.0,5.0,6.0,5.0,
154,0,7,16,27.0,2.0,0,5.0,5.0,2.0,0,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,7.0,5.0,2.0,0,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,8.0,5.0,1.0,0,0,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,5.0,2.0,1,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,5.0,3.0,2.0,0,0,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,3.0,2.0,1,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,7.0,5.0,2.0,0,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,5.0,3.0,2.0,0,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,5.0,1.0,1,0,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,8.0,3.0,2.0,0,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,5.0,5.0,2.0,0,0,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,6.0,2.0,1,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,0,6.0,5.0,2.0,0,0,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,5.0,2.0,1,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,3.0,1.0,1,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
154,0,7,16,27.0,2.0,1,8.0,5.0,2.0,1,1,,0.0,2.0,1.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,
158,1,7,16,23.0,2.0,1,9.0,5.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,7.0,5.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,9.0,7.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,9.0,6.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,9.0,5.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,8.0,4.0,2.0,0,0,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,8.0,5.0,2.0,0,0,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,8.0,5.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,9.0,5.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,9.0,4.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,8.0,4.0,2.0,0,0,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,7.0,5.0,2.0,0,0,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,8.0,4.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,9.0,6.0,2.0,0,1,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,8.0,5.0,2.0,0,0,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
158,1,7,16,23.0,2.0,1,7.0,4.0,2.0,0,0,4.0,0.0,0.0,0.0,16.28,18.6,18.6,16.28,11.63,18.6,8.0,8.0,8.0,9.0,7.0,
159,1,7,16,28.0,2.0,1,7.0,5.0,2.0,1,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,5.0,5.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,9.0,7.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,8.0,6.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,5.0,3.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,5.0,4.0,2.0,0,0,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,6.0,4.0,2.0,0,0,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,7.0,6.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,8.0,7.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,7.0,4.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,5.0,5.0,2.0,0,0,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,7.0,8.0,2.0,1,0,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,7.0,6.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,1,7.0,4.0,2.0,0,1,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,5.0,3.0,2.0,0,0,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
159,1,7,16,28.0,2.0,0,5.0,1.0,2.0,0,0,3.0,1.0,0.0,0.0,14.29,18.37,18.37,18.37,16.33,14.29,9.0,9.0,7.0,8.0,9.0,
163,1,7,16,26.0,2.0,0,6.0,2.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,5.0,2.0,1.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,6.0,4.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,5.0,3.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,6.0,3.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,6.0,6.0,2.0,0,0,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,7.0,4.0,2.0,0,0,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,1,8.0,3.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,1,8.0,5.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,1,8.0,3.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,5.0,3.0,2.0,0,0,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,1,8.0,5.0,2.0,1,0,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,1,7.0,5.0,2.0,1,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,7.0,4.0,2.0,0,1,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,1,8.0,6.0,2.0,1,0,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
163,1,7,16,26.0,2.0,0,5.0,3.0,2.0,0,0,3.0,3.0,0.0,1.0,13.33,15.56,17.78,20.0,17.78,15.56,7.0,7.0,7.0,8.0,8.0,
165,1,7,16,30.0,2.0,0,6.0,3.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,6.0,5.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,7.0,5.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,6.0,4.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,7.0,5.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,8.0,4.0,2.0,1,0,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,8.0,4.0,2.0,0,0,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,7.0,5.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,8.0,7.0,2.0,1,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,6.0,3.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,7.0,4.0,2.0,1,0,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,5.0,5.0,2.0,0,0,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,5.0,2.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,6.0,5.0,2.0,0,1,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,0,6.0,6.0,2.0,0,0,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
165,1,7,16,30.0,2.0,1,7.0,4.0,2.0,0,0,3.0,2.0,0.0,1.0,17.78,17.78,20.0,15.56,11.11,17.78,5.0,7.0,7.0,8.0,9.0,
166,1,7,16,26.0,6.0,0,5.0,2.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,5.0,2.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,8.0,4.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,5.0,4.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,7.0,2.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,8.0,2.0,1.0,1,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,8.0,2.0,1.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,7.0,4.0,2.0,1,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,7.0,7.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,,,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,7.0,4.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,0,5.0,2.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,7.0,5.0,1.0,1,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,7.0,2.0,1.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,7.0,2.0,1.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
166,1,7,16,26.0,6.0,1,8.0,3.0,2.0,0,0,1.0,1.0,0.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.0,7.0,7.0,7.0,
169,1,7,16,28.0,2.0,1,8.0,7.0,2.0,1,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,7.0,7.0,2.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,7.0,1.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,8.0,1.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,7.0,7.0,2.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,1,9.0,9.0,2.0,1,0,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,1,9.0,8.0,2.0,1,0,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,9.0,8.0,2.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,7.0,2.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,1,9.0,8.0,2.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,8.0,2.0,0,0,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,8.0,2.0,0,0,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,1,10.0,9.0,2.0,1,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,9.0,2.0,0,1,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,0,8.0,8.0,2.0,0,0,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
169,1,7,16,28.0,2.0,1,9.0,8.0,2.0,1,0,,1.0,0.0,0.0,16.33,18.37,18.37,16.33,16.33,14.29,9.0,9.0,9.0,9.0,8.0,
170,1,7,16,28.0,4.0,1,7.0,6.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,0,4.0,4.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,0,,,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,5.0,5.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,6.0,2.0,0,1,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,1,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,7.0,6.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,0,4.0,3.0,2.0,0,1,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,1,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,6.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,6.0,5.0,2.0,0,0,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
170,1,7,16,28.0,4.0,1,5.0,6.0,2.0,0,1,,0.0,0.0,0.0,16.28,20.93,20.93,16.28,11.63,13.95,6.0,7.0,5.0,7.0,9.0,
171,1,7,16,29.0,2.0,1,7.0,7.0,2.0,1,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,0,6.0,7.0,2.0,0,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,8.0,9.0,2.0,0,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,6.0,6.0,2.0,0,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,8.0,7.0,2.0,0,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,0,9.0,8.0,2.0,0,0,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,8.0,6.0,2.0,0,0,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,9.0,8.0,2.0,1,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,7.0,5.0,2.0,0,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
171,1,7,16,29.0,2.0,1,8.0,7.0,2.0,0,1,,4.0,2.0,1.0,18.75,14.58,16.67,18.75,14.58,16.67,8.0,8.0,8.0,8.0,9.0,
